[229, 'incorrect_active_threads', '00000001', 1710, 'fetch.current_mask_out']
[2088, 'incorrect_active_threads', '10000000', 41970, 'fetch.current_mask_out']
[2089, 'incorrect_active_threads', '10000000', 41970, 'fetch.current_mask_out']
[2090, 'incorrect_active_threads', '10000000', 41970, 'fetch.current_mask_out']
[2183, 'incorrect_active_CTA(block)', '1', 41970, 'fetch.cta_id_out']
[2184, 'incorrect_active_CTA(block)', '1', 41970, 'fetch.cta_id_out']
[2185, 'incorrect_active_CTA(block)', '2', 41970, 'fetch.cta_id_out']
[2186, 'incorrect_active_CTA(block)', '2', 41970, 'fetch.cta_id_out']
[2187, 'incorrect_active_CTA(block)', '4', 41970, 'fetch.cta_id_out']
[2188, 'incorrect_active_CTA(block)', '8', 41970, 'fetch.cta_id_out']
[2189, 'incorrect_active_CTA(block)', '8', 41970, 'fetch.cta_id_out']
[2190, 'incorrect_active_line', '1', 41970, 'fetch.warp_lane_id_out']
[2191, 'incorrect_active_line', '1', 41970, 'fetch.warp_lane_id_out']
[2192, 'incorrect_active_line', '2', 41970, 'fetch.warp_lane_id_out']
[2193, 'incorrect_active_line', '2', 41970, 'fetch.warp_lane_id_out']
[2194, 'incorrect_active_threads', 'd088c1ce', 41970, 'fetch.current_mask_out']
[2194, 'incorrect_active_warp', '0a', 41970, 'fetch.warp_id_out']
[2195, 'incorrect_active_warp', '08', 41970, 'fetch.warp_id_out']
[2196, 'incorrect_active_warp', '08', 41970, 'fetch.warp_id_out']
[2197, 'incorrect_active_threads', '01360820', 41970, 'fetch.current_mask_out']
[2197, 'incorrect_active_warp', '05', 41970, 'fetch.warp_id_out']
[2198, 'incorrect_active_warp', '04', 41970, 'fetch.warp_id_out']
[2199, 'incorrect_active_warp', '04', 41970, 'fetch.warp_id_out']
[2200, 'incorrect_active_warp', '04', 41970, 'fetch.warp_id_out']
[2201, 'incorrect_active_warp', '02', 41970, 'fetch.warp_id_out']
[2202, 'incorrect_active_warp', '02', 41970, 'fetch.warp_id_out']
[2203, 'incorrect_active_warp', '02', 41970, 'fetch.warp_id_out']
[2204, 'incorrect_active_warp', '01', 41970, 'fetch.warp_id_out']
[2205, 'incorrect_active_warp', '01', 41970, 'fetch.warp_id_out']
[2206, 'incorrect_active_warp', '01', 41970, 'fetch.warp_id_out']
[2207, 'incorrect_active_warp', '10', 41970, 'fetch.warp_id_out']
[2208, 'incorrect_active_warp', '10', 41970, 'fetch.warp_id_out']
[2209, 'incorrect_active_warp', '10', 41970, 'fetch.warp_id_out']
[2210, 'incorrect_active_threads', 'ffffffff', 41970, 'fetch.current_mask_out']
[2210, 'incorrect_active_warp', '1f', 41970, 'fetch.warp_id_out']
[2211, 'incorrect_active_threads', 'ffffffff', 41970, 'fetch.current_mask_out']
[2211, 'incorrect_active_warp', '1f', 41970, 'fetch.warp_id_out']
[2212, 'incorrect_active_threads', 'ffffffff', 41970, 'fetch.current_mask_out']
[2212, 'incorrect_active_warp', '1f', 41970, 'fetch.warp_id_out']
[2213, 'incorrect_active_threads', 'ffffffff', 41970, 'fetch.current_mask_out']
[2213, 'incorrect_active_warp', '1f', 41970, 'fetch.warp_id_out']
[2214, 'incorrect_active_warp', '1e', 41970, 'fetch.warp_id_out']
[2215, 'incorrect_active_threads', 'b0651098', 41970, 'fetch.current_mask_out']
[2215, 'incorrect_active_warp', '18', 41970, 'fetch.warp_id_out']
[2227, 'incorrect_active_threads', '2e413611', 41970, 'fetch.current_mask_out']
[2227, 'incorrect_active_warp', '10', 41970, 'fetch.warp_id_out']
[2228, 'incorrect_active_threads', 'd163464e', 41970, 'fetch.current_mask_out']
[2228, 'incorrect_active_warp', '15', 41970, 'fetch.warp_id_out']
[2301, 'incorrect_active_threads', '2e9cb9b1', 41970, 'fetch.current_mask_out']
[2301, 'incorrect_active_warp', '0a', 41970, 'fetch.warp_id_out']
[2317, 'incorrect_active_threads', 'ffffffff', 41970, 'fetch.current_mask_out']
[2317, 'incorrect_active_warp', '1f', 41970, 'fetch.warp_id_out']
[2318, 'incorrect_active_threads', 'ffffffff', 41970, 'fetch.current_mask_out']
[2318, 'incorrect_active_warp', '1f', 41970, 'fetch.warp_id_out']
[2319, 'incorrect_active_threads', 'ffffffff', 41970, 'fetch.current_mask_out']
[2319, 'incorrect_active_warp', '1f', 41970, 'fetch.warp_id_out']
[2320, 'incorrect_active_threads', 'ffffffff', 41970, 'fetch.current_mask_out']
[2320, 'incorrect_active_warp', '1f', 41970, 'fetch.warp_id_out']
[2321, 'incorrect_active_threads', 'ffffffff', 41970, 'fetch.current_mask_out']
[2321, 'incorrect_active_warp', '1f', 41970, 'fetch.warp_id_out']
[2322, 'incorrect_active_threads', 'ffffffff', 41970, 'fetch.current_mask_out']
[2322, 'incorrect_active_warp', '1f', 41970, 'fetch.warp_id_out']
[2323, 'incorrect_active_threads', 'ffffffff', 41970, 'fetch.current_mask_out']
[2323, 'incorrect_active_warp', '1f', 41970, 'fetch.warp_id_out']
[2324, 'incorrect_active_warp', '1e', 41970, 'fetch.warp_id_out']
[2356, 'incorrect_active_threads', 'ffffffff', 41970, 'fetch.current_mask_out']
[2356, 'incorrect_active_warp', '1f', 41970, 'fetch.warp_id_out']
[2422, 'incorrect_active_warp', '1f', 41976, 'fetch.warp_id_out']
[2444, 'incorrect_active_warp', '1f', 42006, 'fetch.warp_id_out']
[2522, 'incorrect_active_warp', '01', 42206, 'fetch.warp_id_out']
[2523, 'incorrect_active_warp', '01', 42206, 'fetch.warp_id_out']
[2524, 'incorrect_active_warp', '02', 42206, 'fetch.warp_id_out']
[2525, 'incorrect_active_warp', '02', 42206, 'fetch.warp_id_out']
[2526, 'incorrect_active_warp', '04', 42206, 'fetch.warp_id_out']
[2527, 'incorrect_active_warp', '08', 42206, 'fetch.warp_id_out']
[2528, 'incorrect_active_warp', '10', 42206, 'fetch.warp_id_out']
[2549, 'incorrect_active_warp', '01', 42216, 'fetch.warp_id_out']
[2550, 'incorrect_active_warp', '02', 42216, 'fetch.warp_id_out']
[2551, 'incorrect_active_warp', '04', 42216, 'fetch.warp_id_out']
[2552, 'incorrect_active_warp', '08', 42216, 'fetch.warp_id_out']
[2553, 'incorrect_active_warp', '10', 42216, 'fetch.warp_id_out']
[2556, 'incorrect_active_warp', '01', 42226, 'fetch.warp_id_out']
[2559, 'incorrect_active_warp', '02', 42476, 'fetch.warp_id_out']
[2560, 'incorrect_active_warp', '03', 42676, 'fetch.warp_id_out']
[2562, 'incorrect_active_warp', '04', 42916, 'fetch.warp_id_out']
[2564, 'incorrect_active_warp', '08', 43796, 'fetch.warp_id_out']
[2566, 'incorrect_active_warp', '10', 45556, 'fetch.warp_id_out']
[3122, 'incorrect_active_threads', '00000008', 49070, 'fetch.current_mask_out']
[3123, 'incorrect_active_threads', '00000008', 49070, 'fetch.current_mask_out']
[3124, 'incorrect_active_threads', '00000008', 49070, 'fetch.current_mask_out']
[3125, 'incorrect_active_threads', '00000004', 49070, 'fetch.current_mask_out']
[3126, 'incorrect_active_threads', '00000004', 49070, 'fetch.current_mask_out']
[3127, 'incorrect_active_threads', '00000004', 49070, 'fetch.current_mask_out']
[3128, 'incorrect_active_threads', '00000002', 49070, 'fetch.current_mask_out']
[3129, 'incorrect_active_threads', '00000002', 49070, 'fetch.current_mask_out']
[3130, 'incorrect_active_threads', '00000001', 49070, 'fetch.current_mask_out']
[3131, 'incorrect_active_threads', '00000001', 49070, 'fetch.current_mask_out']
[3132, 'incorrect_active_threads', '00000001', 49070, 'fetch.current_mask_out']
[3133, 'incorrect_active_threads', '00000080', 49070, 'fetch.current_mask_out']
[3134, 'incorrect_active_threads', '00000080', 49070, 'fetch.current_mask_out']
[3135, 'incorrect_active_threads', '00000080', 49070, 'fetch.current_mask_out']
[3136, 'incorrect_active_threads', '00000040', 49070, 'fetch.current_mask_out']
[3137, 'incorrect_active_threads', '00000040', 49070, 'fetch.current_mask_out']
[3138, 'incorrect_active_threads', '00000020', 49070, 'fetch.current_mask_out']
[3139, 'incorrect_active_threads', '00000020', 49070, 'fetch.current_mask_out']
[3140, 'incorrect_active_threads', '00000020', 49070, 'fetch.current_mask_out']
[3141, 'incorrect_active_threads', '00000010', 49070, 'fetch.current_mask_out']
[3142, 'incorrect_active_threads', '00000010', 49070, 'fetch.current_mask_out']
[3143, 'incorrect_active_threads', '00000010', 49070, 'fetch.current_mask_out']
[3144, 'incorrect_active_threads', '00000800', 49070, 'fetch.current_mask_out']
[3145, 'incorrect_active_threads', '00000800', 49070, 'fetch.current_mask_out']
[3146, 'incorrect_active_threads', '00000800', 49070, 'fetch.current_mask_out']
[3147, 'incorrect_active_threads', '00000400', 49070, 'fetch.current_mask_out']
[3148, 'incorrect_active_threads', '00000400', 49070, 'fetch.current_mask_out']
[3149, 'incorrect_active_threads', '00000400', 49070, 'fetch.current_mask_out']
[3150, 'incorrect_active_threads', '00000200', 49070, 'fetch.current_mask_out']
[3151, 'incorrect_active_threads', '00000200', 49070, 'fetch.current_mask_out']
[3152, 'incorrect_active_threads', '00000200', 49070, 'fetch.current_mask_out']
[3153, 'incorrect_active_threads', '00000100', 49070, 'fetch.current_mask_out']
[3154, 'incorrect_active_threads', '00000100', 49070, 'fetch.current_mask_out']
[3155, 'incorrect_active_threads', '00008000', 49070, 'fetch.current_mask_out']
[3156, 'incorrect_active_threads', '00008000', 49070, 'fetch.current_mask_out']
[3157, 'incorrect_active_threads', '00004000', 49070, 'fetch.current_mask_out']
[3158, 'incorrect_active_threads', '00004000', 49070, 'fetch.current_mask_out']
[3159, 'incorrect_active_threads', '00004000', 49070, 'fetch.current_mask_out']
[3160, 'incorrect_active_threads', '00002000', 49070, 'fetch.current_mask_out']
[3161, 'incorrect_active_threads', '00002000', 49070, 'fetch.current_mask_out']
[3162, 'incorrect_active_threads', '00002000', 49070, 'fetch.current_mask_out']
[3163, 'incorrect_active_threads', '00001000', 49070, 'fetch.current_mask_out']
[3164, 'incorrect_active_threads', '00001000', 49070, 'fetch.current_mask_out']
[3165, 'incorrect_active_threads', '00001000', 49070, 'fetch.current_mask_out']
[3166, 'incorrect_active_threads', '00080000', 49070, 'fetch.current_mask_out']
[3167, 'incorrect_active_threads', '00080000', 49070, 'fetch.current_mask_out']
[3168, 'incorrect_active_threads', '00040000', 49070, 'fetch.current_mask_out']
[3169, 'incorrect_active_threads', '00040000', 49070, 'fetch.current_mask_out']
[3170, 'incorrect_active_threads', '00040000', 49070, 'fetch.current_mask_out']
[3171, 'incorrect_active_threads', '00020000', 49070, 'fetch.current_mask_out']
[3172, 'incorrect_active_threads', '00020000', 49070, 'fetch.current_mask_out']
[3173, 'incorrect_active_threads', '00020000', 49070, 'fetch.current_mask_out']
[3174, 'incorrect_active_threads', '00010000', 49070, 'fetch.current_mask_out']
[3175, 'incorrect_active_threads', '00010000', 49070, 'fetch.current_mask_out']
[3176, 'incorrect_active_threads', '00800000', 49070, 'fetch.current_mask_out']
[3177, 'incorrect_active_threads', '00800000', 49070, 'fetch.current_mask_out']
[3178, 'incorrect_active_threads', '00800000', 49070, 'fetch.current_mask_out']
[3179, 'incorrect_active_threads', '00400000', 49070, 'fetch.current_mask_out']
[3180, 'incorrect_active_threads', '00400000', 49070, 'fetch.current_mask_out']
[3181, 'incorrect_active_threads', '00200000', 49070, 'fetch.current_mask_out']
[3182, 'incorrect_active_threads', '00200000', 49070, 'fetch.current_mask_out']
[3183, 'incorrect_active_threads', '00200000', 49070, 'fetch.current_mask_out']
[3184, 'incorrect_active_threads', '00100000', 49070, 'fetch.current_mask_out']
[3185, 'incorrect_active_threads', '00100000', 49070, 'fetch.current_mask_out']
[3186, 'incorrect_active_threads', '00100000', 49070, 'fetch.current_mask_out']
[3187, 'incorrect_active_threads', '08000000', 49070, 'fetch.current_mask_out']
[3188, 'incorrect_active_threads', '08000000', 49070, 'fetch.current_mask_out']
[3189, 'incorrect_active_threads', '04000000', 49070, 'fetch.current_mask_out']
[3190, 'incorrect_active_threads', '04000000', 49070, 'fetch.current_mask_out']
[3191, 'incorrect_active_threads', '04000000', 49070, 'fetch.current_mask_out']
[3192, 'incorrect_active_threads', '02000000', 49070, 'fetch.current_mask_out']
[3193, 'incorrect_active_threads', '02000000', 49070, 'fetch.current_mask_out']
[3194, 'incorrect_active_threads', '02000000', 49070, 'fetch.current_mask_out']
[3195, 'incorrect_active_threads', '01000000', 49070, 'fetch.current_mask_out']
[3196, 'incorrect_active_threads', '01000000', 49070, 'fetch.current_mask_out']
[3197, 'incorrect_active_threads', '01000000', 49070, 'fetch.current_mask_out']
[3198, 'incorrect_active_threads', '80000000', 49070, 'fetch.current_mask_out']
[3199, 'incorrect_active_threads', '80000000', 49070, 'fetch.current_mask_out']
[3200, 'incorrect_active_threads', '80000000', 49070, 'fetch.current_mask_out']
[3201, 'incorrect_active_threads', '40000000', 49070, 'fetch.current_mask_out']
[3202, 'incorrect_active_threads', '40000000', 49070, 'fetch.current_mask_out']
[3203, 'incorrect_active_threads', '40000000', 49070, 'fetch.current_mask_out']
[3204, 'incorrect_active_threads', '20000000', 49070, 'fetch.current_mask_out']
[3205, 'incorrect_active_threads', '20000000', 49070, 'fetch.current_mask_out']
[3206, 'incorrect_active_threads', '20000000', 49070, 'fetch.current_mask_out']
[3207, 'incorrect_active_threads', '10000000', 49070, 'fetch.current_mask_out']
[3208, 'incorrect_active_threads', '10000000', 49070, 'fetch.current_mask_out']
[3209, 'incorrect_active_threads', '10000000', 49070, 'fetch.current_mask_out']
[3302, 'incorrect_active_CTA(block)', '1', 49070, 'fetch.cta_id_out']
[3303, 'incorrect_active_CTA(block)', '1', 49070, 'fetch.cta_id_out']
[3304, 'incorrect_active_CTA(block)', '2', 49070, 'fetch.cta_id_out']
[3305, 'incorrect_active_CTA(block)', '2', 49070, 'fetch.cta_id_out']
[3306, 'incorrect_active_CTA(block)', '4', 49070, 'fetch.cta_id_out']
[3307, 'incorrect_active_CTA(block)', '8', 49070, 'fetch.cta_id_out']
[3308, 'incorrect_active_CTA(block)', '8', 49070, 'fetch.cta_id_out']
[3309, 'incorrect_active_line', '1', 49070, 'fetch.warp_lane_id_out']
[3310, 'incorrect_active_line', '1', 49070, 'fetch.warp_lane_id_out']
[3311, 'incorrect_active_line', '2', 49070, 'fetch.warp_lane_id_out']
[3312, 'incorrect_active_line', '2', 49070, 'fetch.warp_lane_id_out']
[3313, 'incorrect_active_threads', 'd088c1ce', 49070, 'fetch.current_mask_out']
[3313, 'incorrect_active_warp', '0a', 49070, 'fetch.warp_id_out']
[3314, 'incorrect_active_warp', '08', 49070, 'fetch.warp_id_out']
[3315, 'incorrect_active_warp', '08', 49070, 'fetch.warp_id_out']
[3316, 'incorrect_active_threads', '01360820', 49070, 'fetch.current_mask_out']
[3316, 'incorrect_active_warp', '05', 49070, 'fetch.warp_id_out']
[3317, 'incorrect_active_warp', '04', 49070, 'fetch.warp_id_out']
[3318, 'incorrect_active_warp', '04', 49070, 'fetch.warp_id_out']
[3319, 'incorrect_active_warp', '04', 49070, 'fetch.warp_id_out']
[3320, 'incorrect_active_warp', '02', 49070, 'fetch.warp_id_out']
[3321, 'incorrect_active_warp', '02', 49070, 'fetch.warp_id_out']
[3322, 'incorrect_active_warp', '02', 49070, 'fetch.warp_id_out']
[3323, 'incorrect_active_warp', '01', 49070, 'fetch.warp_id_out']
[3324, 'incorrect_active_warp', '01', 49070, 'fetch.warp_id_out']
[3325, 'incorrect_active_warp', '01', 49070, 'fetch.warp_id_out']
[3326, 'incorrect_active_warp', '10', 49070, 'fetch.warp_id_out']
[3327, 'incorrect_active_warp', '10', 49070, 'fetch.warp_id_out']
[3328, 'incorrect_active_warp', '10', 49070, 'fetch.warp_id_out']
[3329, 'incorrect_active_threads', 'b0651098', 49070, 'fetch.current_mask_out']
[3329, 'incorrect_active_warp', '18', 49070, 'fetch.warp_id_out']
[3332, 'incorrect_active_threads', 'ffffffff', 49070, 'fetch.current_mask_out']
[3332, 'incorrect_active_warp', '1f', 49070, 'fetch.warp_id_out']
[3333, 'incorrect_active_threads', 'ffffffff', 49070, 'fetch.current_mask_out']
[3333, 'incorrect_active_warp', '1f', 49070, 'fetch.warp_id_out']
[3334, 'incorrect_active_threads', 'ffffffff', 49070, 'fetch.current_mask_out']
[3334, 'incorrect_active_warp', '1f', 49070, 'fetch.warp_id_out']
[3335, 'incorrect_active_warp', '1e', 49070, 'fetch.warp_id_out']
[3344, 'incorrect_active_threads', '2e413611', 49070, 'fetch.current_mask_out']
[3344, 'incorrect_active_warp', '10', 49070, 'fetch.warp_id_out']
[3345, 'incorrect_active_threads', 'd163464e', 49070, 'fetch.current_mask_out']
[3345, 'incorrect_active_warp', '15', 49070, 'fetch.warp_id_out']
[3418, 'incorrect_active_threads', '2e9cb9b1', 49070, 'fetch.current_mask_out']
[3418, 'incorrect_active_warp', '0a', 49070, 'fetch.warp_id_out']
[3429, 'incorrect_active_threads', 'ffffffff', 49070, 'fetch.current_mask_out']
[3429, 'incorrect_active_warp', '1f', 49070, 'fetch.warp_id_out']
[3430, 'incorrect_active_threads', 'ffffffff', 49070, 'fetch.current_mask_out']
[3430, 'incorrect_active_warp', '1f', 49070, 'fetch.warp_id_out']
[3431, 'incorrect_active_threads', 'ffffffff', 49070, 'fetch.current_mask_out']
[3431, 'incorrect_active_warp', '1f', 49070, 'fetch.warp_id_out']
[3432, 'incorrect_active_warp', '1e', 49070, 'fetch.warp_id_out']
[3440, 'incorrect_active_threads', 'ffffffff', 49070, 'fetch.current_mask_out']
[3440, 'incorrect_active_warp', '1f', 49070, 'fetch.warp_id_out']
[3448, 'incorrect_active_threads', 'ffffffff', 49070, 'fetch.current_mask_out']
[3448, 'incorrect_active_warp', '1f', 49070, 'fetch.warp_id_out']
[3449, 'incorrect_active_threads', 'ffffffff', 49070, 'fetch.current_mask_out']
[3449, 'incorrect_active_warp', '1f', 49070, 'fetch.warp_id_out']
[3450, 'incorrect_active_threads', 'ffffffff', 49070, 'fetch.current_mask_out']
[3450, 'incorrect_active_warp', '1f', 49070, 'fetch.warp_id_out']
[3451, 'incorrect_active_threads', 'ffffffff', 49070, 'fetch.current_mask_out']
[3451, 'incorrect_active_warp', '1f', 49070, 'fetch.warp_id_out']
[3482, 'incorrect_active_threads', 'ffffffff', 49070, 'fetch.current_mask_out']
[3482, 'incorrect_active_warp', '1f', 49070, 'fetch.warp_id_out']
[3547, 'incorrect_active_warp', '1f', 49076, 'fetch.warp_id_out']
[3571, 'incorrect_active_warp', '1f', 49106, 'fetch.warp_id_out']
[3640, 'incorrect_active_warp', '01', 49276, 'fetch.warp_id_out']
[3641, 'incorrect_active_warp', '01', 49276, 'fetch.warp_id_out']
[3642, 'incorrect_active_warp', '02', 49276, 'fetch.warp_id_out']
[3643, 'incorrect_active_warp', '02', 49276, 'fetch.warp_id_out']
[3644, 'incorrect_active_warp', '04', 49276, 'fetch.warp_id_out']
[3645, 'incorrect_active_warp', '08', 49276, 'fetch.warp_id_out']
[3646, 'incorrect_active_warp', '10', 49276, 'fetch.warp_id_out']
[3652, 'incorrect_active_warp', '1f', 49276, 'fetch.warp_id_out']
[3669, 'incorrect_active_warp', '01', 49286, 'fetch.warp_id_out']
[3670, 'incorrect_active_warp', '02', 49286, 'fetch.warp_id_out']
[3671, 'incorrect_active_warp', '04', 49286, 'fetch.warp_id_out']
[3672, 'incorrect_active_warp', '08', 49286, 'fetch.warp_id_out']
[3673, 'incorrect_active_warp', '10', 49286, 'fetch.warp_id_out']
[3678, 'incorrect_active_warp', '01', 49296, 'fetch.warp_id_out']
[3682, 'incorrect_active_warp', '02', 49516, 'fetch.warp_id_out']
[3684, 'incorrect_active_warp', '04', 50056, 'fetch.warp_id_out']
[3686, 'incorrect_active_warp', '08', 51136, 'fetch.warp_id_out']
[3688, 'incorrect_active_warp', '10', 53296, 'fetch.warp_id_out']
[4243, 'incorrect_active_threads', '00000008', 57610, 'fetch.current_mask_out']
[4244, 'incorrect_active_threads', '00000008', 57610, 'fetch.current_mask_out']
[4245, 'incorrect_active_threads', '00000008', 57610, 'fetch.current_mask_out']
[4246, 'incorrect_active_threads', '00000004', 57610, 'fetch.current_mask_out']
[4247, 'incorrect_active_threads', '00000004', 57610, 'fetch.current_mask_out']
[4248, 'incorrect_active_threads', '00000004', 57610, 'fetch.current_mask_out']
[4249, 'incorrect_active_threads', '00000002', 57610, 'fetch.current_mask_out']
[4250, 'incorrect_active_threads', '00000002', 57610, 'fetch.current_mask_out']
[4251, 'incorrect_active_threads', '00000001', 57610, 'fetch.current_mask_out']
[4252, 'incorrect_active_threads', '00000001', 57610, 'fetch.current_mask_out']
[4253, 'incorrect_active_threads', '00000001', 57610, 'fetch.current_mask_out']
[4254, 'incorrect_active_threads', '00000080', 57610, 'fetch.current_mask_out']
[4255, 'incorrect_active_threads', '00000080', 57610, 'fetch.current_mask_out']
[4256, 'incorrect_active_threads', '00000080', 57610, 'fetch.current_mask_out']
[4257, 'incorrect_active_threads', '00000040', 57610, 'fetch.current_mask_out']
[4258, 'incorrect_active_threads', '00000040', 57610, 'fetch.current_mask_out']
[4259, 'incorrect_active_threads', '00000020', 57610, 'fetch.current_mask_out']
[4260, 'incorrect_active_threads', '00000020', 57610, 'fetch.current_mask_out']
[4261, 'incorrect_active_threads', '00000020', 57610, 'fetch.current_mask_out']
[4262, 'incorrect_active_threads', '00000010', 57610, 'fetch.current_mask_out']
[4263, 'incorrect_active_threads', '00000010', 57610, 'fetch.current_mask_out']
[4264, 'incorrect_active_threads', '00000010', 57610, 'fetch.current_mask_out']
[4265, 'incorrect_active_threads', '00000800', 57610, 'fetch.current_mask_out']
[4266, 'incorrect_active_threads', '00000800', 57610, 'fetch.current_mask_out']
[4267, 'incorrect_active_threads', '00000800', 57610, 'fetch.current_mask_out']
[4268, 'incorrect_active_threads', '00000400', 57610, 'fetch.current_mask_out']
[4269, 'incorrect_active_threads', '00000400', 57610, 'fetch.current_mask_out']
[4270, 'incorrect_active_threads', '00000400', 57610, 'fetch.current_mask_out']
[4271, 'incorrect_active_threads', '00000200', 57610, 'fetch.current_mask_out']
[4272, 'incorrect_active_threads', '00000200', 57610, 'fetch.current_mask_out']
[4273, 'incorrect_active_threads', '00000200', 57610, 'fetch.current_mask_out']
[4274, 'incorrect_active_threads', '00000100', 57610, 'fetch.current_mask_out']
[4275, 'incorrect_active_threads', '00000100', 57610, 'fetch.current_mask_out']
[4276, 'incorrect_active_threads', '00008000', 57610, 'fetch.current_mask_out']
[4277, 'incorrect_active_threads', '00008000', 57610, 'fetch.current_mask_out']
[4278, 'incorrect_active_threads', '00004000', 57610, 'fetch.current_mask_out']
[4279, 'incorrect_active_threads', '00004000', 57610, 'fetch.current_mask_out']
[4280, 'incorrect_active_threads', '00004000', 57610, 'fetch.current_mask_out']
[4281, 'incorrect_active_threads', '00002000', 57610, 'fetch.current_mask_out']
[4282, 'incorrect_active_threads', '00002000', 57610, 'fetch.current_mask_out']
[4283, 'incorrect_active_threads', '00002000', 57610, 'fetch.current_mask_out']
[4284, 'incorrect_active_threads', '00001000', 57610, 'fetch.current_mask_out']
[4285, 'incorrect_active_threads', '00001000', 57610, 'fetch.current_mask_out']
[4286, 'incorrect_active_threads', '00001000', 57610, 'fetch.current_mask_out']
[4287, 'incorrect_active_threads', '00080000', 57610, 'fetch.current_mask_out']
[4288, 'incorrect_active_threads', '00080000', 57610, 'fetch.current_mask_out']
[4289, 'incorrect_active_threads', '00040000', 57610, 'fetch.current_mask_out']
[4290, 'incorrect_active_threads', '00040000', 57610, 'fetch.current_mask_out']
[4291, 'incorrect_active_threads', '00040000', 57610, 'fetch.current_mask_out']
[4292, 'incorrect_active_threads', '00020000', 57610, 'fetch.current_mask_out']
[4293, 'incorrect_active_threads', '00020000', 57610, 'fetch.current_mask_out']
[4294, 'incorrect_active_threads', '00020000', 57610, 'fetch.current_mask_out']
[4295, 'incorrect_active_threads', '00010000', 57610, 'fetch.current_mask_out']
[4296, 'incorrect_active_threads', '00010000', 57610, 'fetch.current_mask_out']
[4297, 'incorrect_active_threads', '00800000', 57610, 'fetch.current_mask_out']
[4298, 'incorrect_active_threads', '00800000', 57610, 'fetch.current_mask_out']
[4299, 'incorrect_active_threads', '00800000', 57610, 'fetch.current_mask_out']
[4300, 'incorrect_active_threads', '00400000', 57610, 'fetch.current_mask_out']
[4301, 'incorrect_active_threads', '00400000', 57610, 'fetch.current_mask_out']
[4302, 'incorrect_active_threads', '00200000', 57610, 'fetch.current_mask_out']
[4303, 'incorrect_active_threads', '00200000', 57610, 'fetch.current_mask_out']
[4304, 'incorrect_active_threads', '00200000', 57610, 'fetch.current_mask_out']
[4305, 'incorrect_active_threads', '00100000', 57610, 'fetch.current_mask_out']
[4306, 'incorrect_active_threads', '00100000', 57610, 'fetch.current_mask_out']
[4307, 'incorrect_active_threads', '00100000', 57610, 'fetch.current_mask_out']
[4308, 'incorrect_active_threads', '08000000', 57610, 'fetch.current_mask_out']
[4309, 'incorrect_active_threads', '08000000', 57610, 'fetch.current_mask_out']
[4310, 'incorrect_active_threads', '04000000', 57610, 'fetch.current_mask_out']
[4311, 'incorrect_active_threads', '04000000', 57610, 'fetch.current_mask_out']
[4312, 'incorrect_active_threads', '04000000', 57610, 'fetch.current_mask_out']
[4313, 'incorrect_active_threads', '02000000', 57610, 'fetch.current_mask_out']
[4314, 'incorrect_active_threads', '02000000', 57610, 'fetch.current_mask_out']
[4315, 'incorrect_active_threads', '02000000', 57610, 'fetch.current_mask_out']
[4316, 'incorrect_active_threads', '01000000', 57610, 'fetch.current_mask_out']
[4317, 'incorrect_active_threads', '01000000', 57610, 'fetch.current_mask_out']
[4318, 'incorrect_active_threads', '01000000', 57610, 'fetch.current_mask_out']
[4319, 'incorrect_active_threads', '80000000', 57610, 'fetch.current_mask_out']
[4320, 'incorrect_active_threads', '80000000', 57610, 'fetch.current_mask_out']
[4321, 'incorrect_active_threads', '80000000', 57610, 'fetch.current_mask_out']
[4322, 'incorrect_active_threads', '40000000', 57610, 'fetch.current_mask_out']
[4323, 'incorrect_active_threads', '40000000', 57610, 'fetch.current_mask_out']
[4324, 'incorrect_active_threads', '40000000', 57610, 'fetch.current_mask_out']
[4325, 'incorrect_active_threads', '20000000', 57610, 'fetch.current_mask_out']
[4326, 'incorrect_active_threads', '20000000', 57610, 'fetch.current_mask_out']
[4327, 'incorrect_active_threads', '20000000', 57610, 'fetch.current_mask_out']
[4328, 'incorrect_active_threads', '10000000', 57610, 'fetch.current_mask_out']
[4329, 'incorrect_active_threads', '10000000', 57610, 'fetch.current_mask_out']
[4330, 'incorrect_active_threads', '10000000', 57610, 'fetch.current_mask_out']
[4423, 'incorrect_active_CTA(block)', '1', 57610, 'fetch.cta_id_out']
[4424, 'incorrect_active_CTA(block)', '1', 57610, 'fetch.cta_id_out']
[4425, 'incorrect_active_CTA(block)', '2', 57610, 'fetch.cta_id_out']
[4426, 'incorrect_active_CTA(block)', '2', 57610, 'fetch.cta_id_out']
[4427, 'incorrect_active_CTA(block)', '4', 57610, 'fetch.cta_id_out']
[4428, 'incorrect_active_CTA(block)', '8', 57610, 'fetch.cta_id_out']
[4429, 'incorrect_active_CTA(block)', '8', 57610, 'fetch.cta_id_out']
[4430, 'incorrect_active_line', '1', 57610, 'fetch.warp_lane_id_out']
[4431, 'incorrect_active_line', '1', 57610, 'fetch.warp_lane_id_out']
[4432, 'incorrect_active_line', '2', 57610, 'fetch.warp_lane_id_out']
[4433, 'incorrect_active_line', '2', 57610, 'fetch.warp_lane_id_out']
[4434, 'incorrect_active_threads', 'd088c1ce', 57610, 'fetch.current_mask_out']
[4434, 'incorrect_active_warp', '0a', 57610, 'fetch.warp_id_out']
